,site,plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
0,hart,HART_S10.3_P1231_R1,2023,1,240.2,227.7693,canola,lentil,NA,213.0,1215.0,NA,1081.305,613.3357000000001
1,hart,HART_S10.3_P1231_R1,2024,2,202.0,232.17947586,Wheat,NA,NA,919.57,0.0,NA,331.0452,-103.13427585999997
2,hart,HART_S10.3_P1231_R1,2025,3,193.5,209.55079999999998,Barley,NA,NA,2958.03,NA,NA,920.538936,517.488136
3,hart,HART_S5_P0000_R4,2023,1,204.5,222.5193,lentil,NA,NA,1464.0,NA,NA,1125.816,698.7967000000001
4,hart,HART_S5_P0000_R4,2024,2,193.5,238.44439999999997,Chickpea,NA,NA,0.0,0.0,NA,0.0,-431.9444
5,hart,HART_S6_P2341_R2,2023,1,213.0,236.50179999999997,canola,NA,NA,634.0,NA,NA,437.46,-12.041799999999995
6,hart,HART_S6_P2341_R2,2024,2,202.0,189.60315159,Wheat,NA,NA,509.13,0.0,NA,183.2868,-208.31635159
7,hart,HART_S6_P2341_R2,2025,3,193.5,209.55079999999998,Barley,NA,NA,2482.09,NA,NA,772.426408,369.37560800000006
8,hart,HART_S9_P4123_R3,2023,1,202.0,235.75835,barley,NA,NA,4299.0,NA,NA,1337.8488,900.0904499999999
9,hart,HART_S9_P4123_R3,2024,2,182.5,139.03,Vetch,NA,NA,0.0,0.0,NA,0.0,-321.53
10,hart,HART_S9_P4123_R3,2025,3,215.5,226.2658,Canola,NA,NA,0.0,NA,NA,0.0,-441.7658
11,hart,HART_S2.2_P0000_R1,2023,1,202.0,264.25834999999995,wheat,NA,NA,3608.0,NA,NA,1298.88,832.6216500000002
12,hart,HART_S2.2_P0000_R1,2024,2,202.0,182.41727117500002,Barley,NA,NA,1480.4,0.0,NA,460.70048,76.283208825
13,hart,HART_S2.2_P0000_R1,2025,3,204.5,365.5483,Lentil,NA,NA,1095.19,NA,NA,842.2011100000001,272.1528100000001
14,hart,HART_S4.2_P4123_R1,2023,1,202.0,235.75835,barley,NA,NA,3357.0,NA,NA,1044.6984,606.9400499999999
15,hart,HART_S4.2_P4123_R1,2024,2,193.5,242.32439999999997,Lentil,NA,NA,752.83,0.0,NA,578.92627,143.10187000000008
16,hart,HART_S4.2_P4123_R1,2025,3,202.0,287.3101391304348,Wheat,NA,NA,2507.68,NA,NA,902.7648,413.45466086956526
17,hart,HART_S10.1_P1231_R3,2023,1,241.3,227.7693,canola,lentil,NA,264.0,1208.0,NA,1111.112,642.0427000000002
18,hart,HART_S10.1_P1231_R3,2024,2,202.0,228.395073865,Wheat,NA,NA,849.78,0.0,NA,305.9208,-124.47427386500001
19,hart,HART_S10.1_P1231_R3,2025,3,193.5,209.55079999999998,Barley,NA,NA,2983.62,NA,NA,928.502544,525.451744
20,hart,HART_S6_P1234_R3,2023,1,204.5,222.5193,lentil,NA,NA,1866.0,NA,NA,1434.954,1007.9347
