site,plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
streatham,STREATHAM_S5_P2312_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5442,NA,NA,1795.86,99.99240000000009
streatham,STREATHAM_S5_P2312_R2,2024,2,237.5,911.8072772,Barley,NA,NA,4789.56229,0,NA,1427.2895624199998,277.9822852460868
streatham,STREATHAM_S2.3_P3412_R2,2023,1,296,1414.8675999999998,wheat,NA,NA,4700,NA,NA,1551,-159.8676
streatham,STREATHAM_S2.3_P3412_R2,2024,2,259.5,1015.9049786231884,Wheat,NA,NA,4065.656566,0,NA,1341.666667,66.26168816
streatham,STREATHAM_S8_P2312_R3,2023,1,307,1275.4,canola,NA,NA,4178,NA,NA,2598.716,1016.3159999999998
streatham,STREATHAM_S8_P2312_R3,2024,2,259.5,1117.9322394927535,Wheat,NA,NA,2802.979391,0,NA,924.983199,-452.4490405
streatham,STREATHAM_S2.4_P1234_R3,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2242,NA,NA,1210.68,-348.17
streatham,STREATHAM_S2.4_P1234_R3,2024,2,248.5,916.3794221014492,Canola,NA,NA,2959.789427,0,NA,1840.989024,676.1096014925507
streatham,STREATHAM_S8_P3123_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5750,NA,NA,1897.5,201.6324000000002
streatham,STREATHAM_S8_P3123_R2,2024,2,207,659.3,Vetch,NA,NA,0,0,NA,0,-866.3
streatham,STREATHAM_S2.1_P3412_R3,2023,1,296,1352.3675999999998,wheat,NA,NA,4877,NA,NA,1609.41,-38.9576
streatham,STREATHAM_S2.1_P3412_R3,2024,2,259.5,1084.7268101449276,Wheat,NA,NA,3643.033154,0,NA,1202.200941,-142.0258693
streatham,STREATHAM_S9.1_P2121_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,6204,NA,NA,2047.32,351.4524000000001
streatham,STREATHAM_S9.1_P2121_R1,2024,2,266.4276094,654.1,Canola,Field Pea,NA,1767.676768,609.4276094,NA,1374.346802,453.81919210039985
streatham,STREATHAM_S2.3_P3412_R1,2023,1,296,1414.8675999999998,wheat,NA,NA,3889,NA,NA,1283.37,-427.4976
streatham,STREATHAM_S2.3_P3412_R1,2024,2,259.5,1015.9049786231884,Wheat,NA,NA,1618.967452,0,NA,534.2592592,-741.1457195
streatham,STREATHAM_S5_P3123_R3,2023,1,285,1354.4699999999998,barley,NA,NA,5779,NA,NA,1722.1419999999998,82.67200000000003
streatham,STREATHAM_S5_P3123_R3,2024,2,248.5,894.4896539855074,Canola,NA,NA,3147.401434,0,NA,1957.683692,814.6940379624925
streatham,STREATHAM_S1.1_P2121_R3,2023,1,296,1352.3675999999998,wheat,NA,NA,5243,NA,NA,1730.19,81.82240000000024
streatham,STREATHAM_S1.1_P2121_R3,2024,2,248.5,852.0550362318841,Canola,NA,NA,3127.800179,0,NA,1945.491711,844.9366751061159
streatham,STREATHAM_S9.2_P2121_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,4066,NA,NA,1341.78,-354.0876
streatham,STREATHAM_S9.2_P2121_R3,2024,2,215.5,725.0014067028986,Canola,Field Pea,NA,0,0,NA,0,-940.5014067
streatham,STREATHAM_S1.4_P1212_R2,2023,1,307,1315.4,canola,NA,NA,430,NA,NA,267.46,-1354.94
streatham,STREATHAM_S1.4_P1212_R2,2024,2,248.5,1106.6266742753623,Wheat,NA,NA,2581.369248,0,NA,851.8518518,-503.2748224
streatham,STREATHAM_S3_P2341_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5729,NA,NA,1890.57,194.70240000000013
streatham,STREATHAM_S3_P2341_R1,2024,2,248.5,881.5610163043478,Canola,NA,NA,3703.703704,0,NA,2303.703704,1173.6426875836519
streatham,STREATHAM_S1.3_P2121_R3,2023,1,296,1414.8675999999998,wheat,NA,NA,4361,NA,NA,1439.13,-271.7376
streatham,STREATHAM_S1.3_P2121_R3,2024,2,262,811.5450000000001,Canola,NA,NA,2833.781362,0,NA,1762.612007,689.0670072
streatham,STREATHAM_S6.2_P1231_R2,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S6.2_P1231_R2,2024,2,259.5,1041.8964365942031,Canola,NA,NA,1882.716049,0,NA,1171.049382,-130.3470541
streatham,STREATHAM_S2.2_P1234_R2,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2557,NA,NA,1380.7800000000002,-178.07
streatham,STREATHAM_S2.2_P1234_R2,2024,2,248.5,910.4324655797102,Canola,NA,NA,2766.554433,0,NA,1720.7968573259998,561.8643917462896
streatham,STREATHAM_S6.1_P1231_R3,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S6.1_P1231_R3,2024,2,259.5,1008.9681177536232,Canola,NA,NA,2282.146057,0,NA,1419.494847,151.02672970037668
streatham,STREATHAM_S2.2_P3412_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5851,NA,NA,1930.83,234.96240000000012
streatham,STREATHAM_S2.2_P3412_R1,2024,2,259.5,1105.4593119565218,Wheat,NA,NA,3044.332211,0,NA,1004.62963,-360.3296823
streatham,STREATHAM_S2.4_P1234_R2,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2856,NA,NA,1542.24,-16.61
streatham,STREATHAM_S2.4_P1234_R2,2024,2,248.5,916.3794221014491,Canola,NA,NA,3108.866442,0,NA,1933.714927,768.8355048
streatham,STREATHAM_S9.1_P2121_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,4564,NA,NA,1506.12,-189.7476
streatham,STREATHAM_S9.1_P2121_R2,2024,2,269.962963,654.1,Canola,Field Pea,NA,1907.968575,610.5499439,NA,1462.114478,538.0515153764001
streatham,STREATHAM_S1.2_P1212_R3,2023,1,307,1275.4,canola,NA,NA,3797,NA,NA,2361.734,779.3339999999998
streatham,STREATHAM_S1.2_P1212_R3,2024,2,240,861.0076,Wheat,NA,NA,2595.766129,0,NA,856.6028225700001,-244.4047774
streatham,STREATHAM_S9.1_P1212_R3,2023,1,379.5,1073.95,canola,field pea,NA,4800,0,NA,2985.6,1532.1499999999999
streatham,STREATHAM_S9.1_P1212_R3,2024,2,259.5,1104.9568771739132,Wheat,NA,NA,3167.002688,0,NA,1045.110887,-319.3459901
streatham,STREATHAM_S12_P0000_R4,2023,1,296,1399.8675999999998,wheat,NA,NA,5544,NA,NA,1829.52,133.65240000000017
streatham,STREATHAM_S10_P1212_R2,2023,1,389.5,1123.95,canola,field pea,NA,4520,0,NA,2811.44,1297.99
streatham,STREATHAM_S10_P1212_R2,2024,2,224.6447812,822.5826974637681,Wheat,Vetch,NA,1245.791246,0,NA,411.1111112,-636.1163674
streatham,STREATHAM_S1.3_P1212_R1,2023,1,279,1160.3999999999999,canola,NA,NA,3892,NA,NA,2420.824,981.4240000000002
streatham,STREATHAM_S1.3_P1212_R1,2024,2,240,831.6825999999999,Wheat,NA,NA,2606.621773,0,NA,860.1851851,-211.4974149
streatham,STREATHAM_S9.3_P1212_R2,2023,1,395.6,1173.95,canola,field pea,NA,4764,0,NA,2963.208,1393.6580000000001
streatham,STREATHAM_S9.3_P1212_R2,2024,2,259.5,1137.8693699275364,Wheat,NA,NA,2951.739618,0,NA,974.0740739,-423.295296
streatham,STREATHAM_S4_P2312_R2,2023,1,307,1275.4,canola,NA,NA,4151,NA,NA,2581.922,999.5219999999999
streatham,STREATHAM_S4_P2312_R2,2024,2,259.5,1113.372384,Wheat,NA,NA,2637.485971,0,NA,870.3703704300001,-502.502014
streatham,STREATHAM_S12_P0000_R6,2023,1,296,1399.8675999999998,wheat,NA,NA,4865,NA,NA,1605.45,-90.4176
streatham,STREATHAM_S2.4_P3412_R2,2023,1,296,1442.3675999999998,wheat,NA,NA,4837,NA,NA,1596.21,-142.1576
streatham,STREATHAM_S2.4_P3412_R2,2024,2,259.5,1111.9089351449275,Wheat,NA,NA,3016.27385,0,NA,995.3703705,-376.0385646
streatham,STREATHAM_S2.2_P4123_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5512,NA,NA,1818.96,123.09240000000023
streatham,STREATHAM_S2.2_P4123_R2,2024,2,240,836.633,Faba bean,NA,NA,3361.391695,0,NA,1815.151515,738.5185153
streatham,STREATHAM_S2.2_P1234_R1,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2361,NA,NA,1274.94,-283.91
streatham,STREATHAM_S2.2_P1234_R1,2024,2,248.5,910.4324655797102,Canola,NA,NA,2918.069585,0,NA,1815.039282,656.1068162902898
streatham,STREATHAM_S2.2_P2341_R2,2023,1,307,1275.4,canola,NA,NA,4442,NA,NA,2762.924,1180.524
streatham,STREATHAM_S2.2_P2341_R2,2024,2,259.5,1111.250761231884,Wheat,NA,NA,3232.323232,0,NA,1066.666667,-304.0840947
streatham,STREATHAM_S7_P3412_R3,2023,1,307,1275.4,canola,NA,NA,4141,NA,NA,2575.702,993.3020000000001
streatham,STREATHAM_S7_P3412_R3,2024,2,259.5,1107.643804710145,Wheat,NA,NA,3052.195341,0,NA,1007.224463,-359.9193422
streatham,STREATHAM_S2.3_P2341_R3,2023,1,279,1185.3999999999999,canola,NA,NA,3843,NA,NA,2390.346,925.9460000000001
streatham,STREATHAM_S2.3_P2341_R3,2024,2,248.5,1078.3927757246377,Wheat,NA,NA,2954.189068,0,NA,974.8823924,-352.0103833
streatham,STREATHAM_S7_P2341_R2,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S7_P2341_R2,2024,2,248.5,898.9578278985507,Canola,NA,NA,1778.900112,0,NA,1106.47587,-40.98195823
streatham,STREATHAM_S3_P1234_R1,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2202,NA,NA,1189.0800000000002,-369.77
streatham,STREATHAM_S3_P1234_R1,2024,2,259.5,1095.3065583333332,Wheat,NA,NA,2934.904602,0,NA,968.5185187,-386.2880397
streatham,STREATHAM_S12_P0000_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,4826,NA,NA,1592.5800000000002,-103.2876
streatham,STREATHAM_S2.4_P2341_R3,2023,1,307,1315.4,canola,NA,NA,4479,NA,NA,2785.938,1163.538
streatham,STREATHAM_S2.4_P2341_R3,2024,2,259.5,1141.5338336956522,Wheat,NA,NA,3099.798387,0,NA,1022.933468,-378.100366
streatham,STREATHAM_S5_P1231_R2,2023,1,307,1275.4,canola,NA,NA,4677,NA,NA,2909.094,1326.694
streatham,STREATHAM_S5_P1231_R2,2024,2,259.5,1083.0697467391303,Wheat,NA,NA,3442.760943,0,NA,1136.1111111900002,-206.4586355
streatham,STREATHAM_S8_P2312_R1,2023,1,307,1275.4,canola,NA,NA,4022,NA,NA,2501.684,919.2840000000001
streatham,STREATHAM_S8_P2312_R1,2024,2,259.5,1117.9322394927535,Wheat,NA,NA,2180.13468,0,NA,719.4444444000001,-657.9877951
streatham,STREATHAM_S6.1_P1231_R2,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S6.1_P1231_R2,2024,2,259.5,1008.9681177536232,Canola,NA,NA,2474.747475,0,NA,1539.292929,270.82481169637674
streatham,STREATHAM_S6.2_P2312_R3,2023,1,298.5,1200.4,canola,NA,NA,3668,NA,NA,2281.496,782.596
streatham,STREATHAM_S6.2_P2312_R3,2024,2,259.5,1117.1976597826088,Wheat,NA,NA,2735.77509,0,NA,902.8057797,-473.8918801
streatham,STREATHAM_S2.1_P4123_R1,2023,1,296,1352.3675999999998,wheat,NA,NA,5625,NA,NA,1856.25,207.8824000000002
streatham,STREATHAM_S2.1_P4123_R1,2024,2,240,836.633,Faba bean,NA,NA,0,0,NA,0,-1076.633
streatham,STREATHAM_S13_P0000_R9,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S9.1_P1212_R1,2023,1,374.6,1073.95,canola,field pea,NA,4604,0,NA,2863.688,1415.1380000000001
streatham,STREATHAM_S9.1_P1212_R1,2024,2,259.5,1104.9568771739132,Wheat,NA,NA,2693.602694,0,NA,888.8888890200001,-475.5679882
streatham,STREATHAM_S9.1_P1212_R2,2023,1,366.825,1073.95,canola,field pea,NA,4293,0,NA,2670.246,1229.4710000000002
streatham,STREATHAM_S9.1_P1212_R2,2024,2,259.5,1104.9568771739132,Wheat,NA,NA,2786.195286,0,NA,919.4444444,-445.0124328
streatham,STREATHAM_S1.3_P1212_R3,2023,1,279,1160.3999999999999,canola,NA,NA,1784,NA,NA,1109.648,-329.752
streatham,STREATHAM_S1.3_P1212_R3,2024,2,240,831.6826,Wheat,NA,NA,3094.198029,0,NA,1021.08535,-50.59725043
streatham,STREATHAM_S13_P0000_R6,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S11_P0000_R4,2023,1,414.9,1225.4225,wheat,barley,faba bean,4896,0,0,1615.68,-24.6425
streatham,STREATHAM_S6.2_P3123_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,4467,NA,NA,1474.11,-221.7576
streatham,STREATHAM_S6.2_P3123_R3,2024,2,218,646.475,Pasture,NA,NA,0,0,NA,0,-864.475
streatham,STREATHAM_S6.1_P3123_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5212,NA,NA,1719.96,24.092400000000225
streatham,STREATHAM_S6.1_P3123_R2,2024,2,218,646.475,Pasture,NA,NA,0,0,NA,0,-864.475
streatham,STREATHAM_S6.1_P2312_R2,2023,1,307,1275.4,canola,NA,NA,4168,NA,NA,2592.496,1010.096
streatham,STREATHAM_S6.1_P2312_R2,2024,2,259.5,1154.8945873188404,Wheat,NA,NA,2558.922559,0,NA,844.4444444700001,-569.9501428
streatham,STREATHAM_S2.2_P4123_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5712,NA,NA,1884.96,189.09240000000023
streatham,STREATHAM_S2.2_P4123_R1,2024,2,240,836.633,Faba bean,NA,NA,3069.584736,0,NA,1657.575757,580.9427574399999
streatham,STREATHAM_S12_P0000_R7,2023,1,296,1399.8675999999998,wheat,NA,NA,5055,NA,NA,1668.15,-27.7176
streatham,STREATHAM_S2.4_P2341_R1,2023,1,307,1315.4,canola,NA,NA,4497,NA,NA,2797.134,1174.734
streatham,STREATHAM_S2.4_P2341_R1,2024,2,259.5,1141.533833695652,Wheat,NA,NA,3237.934905,0,NA,1068.518519,-332.515315
streatham,STREATHAM_S2.3_P4123_R2,2023,1,296,1414.8675999999998,wheat,NA,NA,4965,NA,NA,1638.45,-72.4176
streatham,STREATHAM_S2.3_P4123_R2,2024,2,273,932.0660000000001,Faba bean,NA,NA,2839.506173,0,NA,1533.333333,328.2673334199998
streatham,STREATHAM_S2.4_P4123_R3,2023,1,296,1442.3675999999998,wheat,NA,NA,5641,NA,NA,1861.53,123.16240000000016
streatham,STREATHAM_S2.4_P4123_R3,2024,2,240,836.633,Faba bean,NA,NA,3393.817204,0,NA,1832.66129,756.0282901599999
streatham,STREATHAM_S2.2_P2341_R3,2023,1,307,1275.4,canola,NA,NA,4347,NA,NA,2703.834,1121.4339999999997
streatham,STREATHAM_S2.2_P2341_R3,2024,2,259.5,1111.250761231884,Wheat,NA,NA,2760.976703,0,NA,911.122312,-459.6284492
streatham,STREATHAM_S3_P1234_R3,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2944,NA,NA,1589.7600000000002,30.910000000000082
streatham,STREATHAM_S3_P1234_R3,2024,2,259.5,1095.3065583333334,Wheat,NA,NA,4547.491039,0,NA,1500.6720428699998,145.86548453666637
streatham,STREATHAM_S4_P3123_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5495,NA,NA,1813.35,117.4824000000001
streatham,STREATHAM_S4_P3123_R1,2024,2,291,635,Wheat,Vetch,NA,3800,0,NA,0,-926
streatham,STREATHAM_S3_P4123_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,6627,NA,NA,2186.9100000000003,491.0424000000005
streatham,STREATHAM_S3_P4123_R3,2024,2,240,836.633,Faba bean,NA,NA,4169.466846,0,NA,2251.512097,1174.879097
streatham,STREATHAM_S2.3_P1234_R2,2023,1,270.5,1200.1524999999997,faba bean,NA,NA,1882,NA,NA,1016.28,-454.3725
streatham,STREATHAM_S2.3_P1234_R2,2023,2,281.5,1000.5082771739131,Canola,NA,NA,2544.893378,0,NA,1582.923681,300.91540394208675
streatham,STREATHAM_S1.4_P1212_R3,2023,1,307,1315.4,canola,NA,NA,4462,NA,NA,2775.364,1152.964
streatham,STREATHAM_S1.4_P1212_R3,2024,2,248.5,1106.6266742753623,Wheat,NA,NA,3029.793907,0,NA,999.8319893100002,-355.294685
streatham,STREATHAM_S13_P0000_R1,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S13_P0000_R1,2024,2,174,1833,Pasture,NA,NA,0,0,NA,0,-2007
streatham,STREATHAM_S13_P0000_R7,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S1.1_P1212_R2,2023,1,307,1225.4,canola,NA,NA,3988,NA,NA,2480.536,948.136
streatham,STREATHAM_S1.1_P1212_R2,2024,2,248.5,1075.0870130434782,Wheat,NA,NA,2948.933782,0,NA,973.1481481,-350.438865
streatham,STREATHAM_S11_P0000_R5,2023,1,416.2,1225.4225,wheat,barley,faba bean,4948,0,0,1632.84,-8.7825
streatham,STREATHAM_S12_P0000_R9,2023,1,296,1399.8675999999998,wheat,NA,NA,5272,NA,NA,1739.76,43.89240000000018
wallup,WALLUP_S1_P2312_R1,2023,1,169,190.47,Wheat,NA,NA,4327,NA,NA,1427.91,1068.44
wallup,WALLUP_S2_P4123_R2,2023,1,158,377.97,Wheat,NA,NA,5203,NA,NA,1716.99,1181.02
wallup,WALLUP_S2_P4123_R3,2023,1,180,377.97,Wheat,NA,NA,4999,NA,NA,1649.67,1091.7
wallup,WALLUP_S3_P3412_R2,2023,1,180,377.97,Wheat,NA,NA,4094,NA,NA,1351.02,793.05
wallup,WALLUP_S2_P3412_R1,2023,1,169,377.97,Wheat,NA,NA,4704,NA,NA,1552.3200000000002,1005.3500000000001
wallup,WALLUP_S4_P2312_R2,2023,1,158,377.96999999999997,Wheat,NA,NA,4927,NA,NA,1625.91,1089.94
wallup,WALLUP_S3_P3412_R1,2023,1,180,377.97,Wheat,NA,NA,5092,NA,NA,1680.36,1122.3899999999999
wallup,WALLUP_S3_P3412_R3,2023,1,180,377.96999999999997,Wheat,NA,NA,5028,NA,NA,1659.24,1101.27
wallup,WALLUP_S1_P3123_R2,2023,1,158,190.47,Wheat,NA,NA,4690,NA,NA,1547.7,1199.23
wallup,WALLUP_S3_P1234_R2,2023,1,160.5,204.3972,Vetch,NA,NA,0,NA,NA,0,-364.8972
wallup,WALLUP_S2_P3412_R2,2023,1,180,377.97,Wheat,NA,NA,4792,NA,NA,1581.36,1023.3899999999999
wallup,WALLUP_S4_P1231_R3,2023,1,233.39999999999998,178.2472,Lentil,fababean,NA,2916,0,NA,1895.4,1483.7528
wallup,WALLUP_S2_P2341_R1,2023,1,158,521.3,Canola,NA,NA,2607,NA,NA,1621.554,942.2540000000001
wallup,WALLUP_S2_P4123_R1,2023,1,180,377.97,Wheat,NA,NA,4603,NA,NA,1518.99,961.02
wallup,WALLUP_S3_P1234_R1,2023,1,171.5,204.3972,Vetch,NA,NA,0,NA,NA,0,-375.8972
wallup,WALLUP_S4_P2312_R1,2023,1,180,377.97,Wheat,NA,NA,4905,NA,NA,1618.65,1060.68
wallup,WALLUP_S4_P3123_R1,2023,1,158,377.97,Wheat,NA,NA,4908,NA,NA,1619.64,1083.67
wallup,WALLUP_S1_P1231_R2,2023,1,160.5,205.7472,Lentil,NA,NA,3036,NA,NA,1973.4,1607.1528
wallup,WALLUP_S1_P2312_R3,2023,1,169,190.47,Wheat,NA,NA,4924,NA,NA,1624.92,1265.45
wallup,WALLUP_S2_P1234_R3,2023,1,171.5,205.74720000000002,Lentil,NA,NA,2149,NA,NA,1396.85,1019.6027999999999
wallup,WALLUP_S2_P1234_R2,2023,1,171.5,205.74720000000002,Lentil,NA,NA,3120,NA,NA,2028,1650.7528
wallup,WALLUP_S4_P1231_R1,2023,1,245.775,205.74720000000002,Lentil,fababean,NA,3411,0,NA,2217.15,1765.6278
wallup,WALLUP_S1_P3123_R3,2023,1,169,190.47,Wheat,NA,NA,4660,NA,NA,1537.8000000000002,1178.3300000000002
wallup,WALLUP_S6_P0000_R3,2023,1,158,218.72,Wheat,NA,NA,4665,NA,NA,1539.45,1162.73
wallup,WALLUP_S3_P4123_R1,2023,1,169,377.96999999999997,Wheat,NA,NA,4622,NA,NA,1525.26,978.29
wallup,WALLUP_S4_P2312_R3,2023,1,158,377.97,Wheat,NA,NA,4744,NA,NA,1565.52,1029.55
wallup,WALLUP_S2_P2341_R2,2023,1,147,521.3,Canola,NA,NA,2187,NA,NA,1360.314,692.0140000000001
wallup,WALLUP_S2_P3412_R3,2023,1,180,377.96999999999997,Wheat,NA,NA,4905,NA,NA,1618.65,1060.68
wallup,WALLUP_S1_P1231_R1,2023,1,160.5,205.7472,Lentil,NA,NA,2427,NA,NA,1577.55,1211.3028
wallup,WALLUP_S1_P2312_R2,2023,1,169,190.47,Wheat,NA,NA,4239,NA,NA,1398.87,1039.3999999999999
wallup,WALLUP_S4_P3123_R2,2023,1,158,377.97,Wheat,NA,NA,4961,NA,NA,1637.13,1101.16
wallup,WALLUP_S1_P3123_R1,2023,1,169,190.47,Wheat,NA,NA,4259,NA,NA,1405.47,1046
wallup,WALLUP_S3_P1234_R3,2023,1,160.5,204.39719999999997,Vetch,NA,NA,0,NA,NA,0,-364.8972
wallup,WALLUP_S4_P3123_R3,2023,1,169,377.96999999999997,Wheat,NA,NA,4781,NA,NA,1577.73,1030.76
wallup,WALLUP_S5_P0000_R2,2023,1,158,201.47,Wheat,NA,NA,4675,NA,NA,1542.75,1183.28
wallup,WALLUP_S3_P4123_R2,2023,1,180,377.97,Wheat,NA,NA,4782,NA,NA,1578.0600000000002,1020.0900000000001
wallup,WALLUP_S5_P0000_R1,2023,1,158,201.47,Wheat,NA,NA,4557,NA,NA,1503.8100000000002,1144.3400000000001
wallup,WALLUP_S2_P1234_R1,2023,1,171.5,205.74720000000002,Lentil,NA,NA,2670,NA,NA,1735.5,1358.2528
wallup,WALLUP_S6_P0000_R2,2023,1,169,245.97,Wheat,NA,NA,4947,NA,NA,1632.51,1217.54
wallup,WALLUP_S3_P2341_R3,2023,1,147,521.3,Canola,NA,NA,2626,NA,NA,1633.372,965.0720000000001
wallup,WALLUP_S3_P4123_R3,2023,1,180,377.96999999999997,Wheat,NA,NA,5140,NA,NA,1696.2,1138.23
wallup,WALLUP_S2_P2341_R3,2023,1,158,521.3,Canola,NA,NA,2628,NA,NA,1634.616,955.316
wallup,WALLUP_S5_P0000_R3,2023,1,169,201.47,Wheat,NA,NA,4019,NA,NA,1326.27,955.8
wallup,WALLUP_S3_P2341_R1,2023,1,147,521.3,Canola,NA,NA,2495,NA,NA,1551.89,883.5900000000001
wallup,WALLUP_S6_P0000_R1,2023,1,169,245.97,Wheat,NA,NA,4826,NA,NA,1592.5800000000002,1177.6100000000001
wallup,WALLUP_S1_P1231_R3,2023,1,160.5,205.74720000000002,Lentil,NA,NA,2767,NA,NA,1798.55,1432.3028
wallup,WALLUP_S4_P1231_R2,2023,1,238.85,233.24720000000002,Lentil,fababean,NA,2694,0,NA,1751.1,1279.0028
wallup,WALLUP_S3_P2341_R2,2023,1,147,521.3,Canola,NA,NA,2461,NA,NA,1530.742,862.442
manang,MANANG_S5_P2341_R1,2023,1,202,434.32,wheat,NA,NA,3121,NA,NA,1029.93,393.61000000000007
manang,MANANG_S5_P2341_R1,2024,2,230,432.2510423,Wheat,NA,NA,1098,NA,NA,362.34,-299.9110423
manang,MANANG_S8.1_P2312_R1,2023,1,202,434.32,wheat,NA,NA,3536,NA,NA,1166.88,530.5600000000002
manang,MANANG_S8.1_P2312_R1,2024,2,230,396.0979385,Wheat,NA,NA,748,NA,NA,246.84,-379.2579385
manang,MANANG_S11_P1212_R3,2023,1,303.375,448.4972,wheat,vetch,NA,3615,0,NA,0,-751.8722
manang,MANANG_S11_P1212_R3,2024,2,230,386.2641527,Wheat,NA,NA,2378,NA,NA,784.74,168.47584734999998
manang,MANANG_S1.3_P2312_R3,2023,1,191,479.32,wheat,NA,NA,3274,NA,NA,1080.42,410.1000000000001
manang,MANANG_S1.3_P2312_R3,2024,2,221.5,498.4422485,Wheat,NA,NA,1870,NA,NA,617.1,-102.8422485
manang,MANANG_S1.2_P2312_R1,2023,1,202,434.32,wheat,NA,NA,3349,NA,NA,1105.17,468.8500000000001
manang,MANANG_S1.2_P2312_R1,2024,2,230,405.9979634,Wheat,NA,NA,770,NA,NA,254.1,-381.8979634
manang,MANANG_S4_P4123_R1,2023,1,213,434.32,wheat,NA,NA,3129,NA,NA,1032.57,385.24999999999994
manang,MANANG_S4_P4123_R1,2024,2,193.5,189.30169999999998,Lentil,NA,NA,177,NA,NA,115.05,-267.7517
manang,MANANG_S6_P1111_R5,2023,1,191,434.32,wheat,NA,NA,2556,NA,NA,843.48,218.16000000000003
manang,MANANG_S7_P3123_R1,2023,1,191,434.32,wheat,NA,NA,3405,NA,NA,1123.65,498.3300000000001
manang,MANANG_S10.2_P3123_R3,2023,1,213,434.32,wheat,NA,NA,2862,NA,NA,944.46,297.14000000000004
manang,MANANG_S10.2_P3123_R3,2024,2,270.3,354.1849807,Wheat,Vetch,NA,2052,NA,NA,677.1600000000001,52.67501935000007
manang,MANANG_S11_P1212_R2,2023,1,297.65,448.4972,wheat,vetch,NA,3386,0,NA,0,-746.1472
manang,MANANG_S11_P1212_R2,2024,2,230,386.2641527,Wheat,NA,NA,2156,NA,NA,711.48,95.21584734999999
manang,MANANG_S1.1_P2312_R2,2023,1,213,458.82,wheat,NA,NA,3365,NA,NA,1110.45,438.63000000000005
manang,MANANG_S1.1_P2312_R2,2024,2,213,315.7692,Wheat,NA,NA,1525,NA,NA,503.25,-25.5192
manang,MANANG_S1.2_P3123_R3,2023,1,191,434.32,wheat,NA,NA,3684,NA,NA,1215.72,590.4000000000001
manang,MANANG_S1.2_P3123_R3,2024,2,193.5,189.3017,Lentil,NA,NA,320,NA,NA,208,-174.8017
manang,MANANG_S10.2_P2312_R2,2023,1,202,434.32,wheat,NA,NA,2598,NA,NA,857.34,221.02000000000004
manang,MANANG_S10.2_P2312_R2,2024,2,221.5,403.3494389,Wheat,NA,NA,1759,NA,NA,580.47,-44.3794389
manang,MANANG_S8.1_P3123_R2,2023,1,191,434.32,wheat,NA,NA,3875,NA,NA,1278.75,653.4300000000001
manang,MANANG_S8.1_P3123_R2,2024,2,204.5,215.80219999999997,Vetch,NA,NA,0,NA,NA,0,-420.3022
manang,MANANG_S1.1_P3123_R3,2023,1,213,458.82,wheat,NA,NA,2545,NA,NA,839.85,168.03000000000003
manang,MANANG_S1.1_P3123_R3,2024,2,193.5,189.3017,Lentil,NA,NA,374,NA,NA,243.1,-139.7017
manang,MANANG_S5_P4123_R3,2023,1,180,434.32,wheat,NA,NA,2713,NA,NA,895.2900000000001,280.9700000000001
manang,MANANG_S5_P4123_R3,2024,2,193.5,189.30169999999998,Lentil,NA,NA,762,NA,NA,495.3,112.49830000000003
manang,MANANG_S1.2_P2312_R3,2023,1,202,434.32,wheat,NA,NA,2940,NA,NA,970.2,333.88000000000005
