site,plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
streatham,STREATHAM_S2.1_P1234_R1,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2538,NA,NA,1370.52,-188.33
streatham,STREATHAM_S2.1_P1234_R1,2024,2,248.5,825.0279638,Canola,NA,NA,3097.643098,0,NA,1926.734007,853.2060432
streatham,STREATHAM_S4_P1231_R3,2023,1,248.5,994.926,wheat,vetch ,NA,0,0,NA,0,-1243.426
streatham,STREATHAM_S4_P1231_R3,2024,2,248.5,888.9354510869566,Canola,NA,NA,2858.982975,0,NA,1778.28741,640.8519593630433
streatham,STREATHAM_S10_P2121_R2,2023,1,346.95,1090.88,wheat ,vetch ,NA,3598,0,NA,1187.34,-250.49
streatham,STREATHAM_S10_P2121_R2,2024,2,268.0813692,819.9151902173915,Canola,Field Pea,NA,1515.151515,588.1032548,NA,1207.65881,119.66225078240848
streatham,STREATHAM_S1.1_P1212_R1,2023,1,307,1225.4,canola,NA,NA,4389,NA,NA,2729.958,1197.558
streatham,STREATHAM_S1.1_P1212_R1,2024,2,248.5,1075.0870130434782,Wheat,NA,NA,2511.223345,0,NA,828.7037039,-494.8833092
streatham,STREATHAM_S2.4_P3412_R3,2023,1,296,1442.3675999999998,wheat,NA,NA,5767,NA,NA,1903.11,164.7424000000001
streatham,STREATHAM_S2.4_P3412_R3,2024,2,259.5,1111.9089351449277,Wheat,NA,NA,3542.226703,0,NA,1168.934812,-202.4741232
streatham,STREATHAM_S2.1_P2341_R1,2023,1,307,1225.4,canola,NA,NA,4326,NA,NA,2690.772,1158.3719999999998
streatham,STREATHAM_S2.1_P2341_R1,2024,2,259.5,1077.0797666666667,Wheat,NA,NA,2623.45679,0,NA,865.7407407000001,-470.839026
streatham,STREATHAM_S10_P1212_R3,2023,1,390.4,1123.95,canola,field pea,NA,4556,0,NA,2833.832,1319.4819999999997
streatham,STREATHAM_S10_P1212_R3,2024,2,221.6418011,822.5826974637681,Wheat,Vetch,NA,1125.672043,0,NA,371.4717742,-672.7527243
streatham,STREATHAM_S5_P2312_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5159,NA,NA,1702.47,6.602400000000216
streatham,STREATHAM_S5_P2312_R1,2024,2,237.5,911.8072772,Barley,NA,NA,3049.943883,0,NA,908.8832771,-240.424
streatham,STREATHAM_S7_P2341_R1,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S7_P2341_R1,2024,2,248.5,898.9578278985507,Canola,NA,NA,1820.987654,0,NA,1132.654321,-14.80350711
streatham,STREATHAM_S3_P4123_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,6149,NA,NA,2029.17,333.30240000000026
streatham,STREATHAM_S3_P4123_R2,2024,2,240,836.633,Faba bean,NA,NA,3367.003367,0,NA,1818.181818,741.5488181799999
streatham,STREATHAM_S7_P3412_R1,2023,1,307,1275.4,canola,NA,NA,4146,NA,NA,2578.812,996.4119999999998
streatham,STREATHAM_S7_P3412_R1,2024,2,259.5,1107.643804710145,Wheat,NA,NA,2508.417508,0,NA,827.7777776400001,-539.3660271
streatham,STREATHAM_S12_P0000_R8,2023,1,296,1399.8675999999998,wheat,NA,NA,5340,NA,NA,1762.2,66.33240000000023
streatham,STREATHAM_S1.4_P2121_R1,2023,1,296,1442.3675999999998,wheat,NA,NA,5489,NA,NA,1811.37,73.00240000000008
streatham,STREATHAM_S1.4_P2121_R1,2024,2,248.5,903.0347554347826,Canola,NA,NA,0,0,NA,0,-1151.534755
streatham,STREATHAM_S2.1_P1234_R3,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2440,NA,NA,1317.6,-241.25
streatham,STREATHAM_S2.1_P1234_R3,2024,2,248.5,825.0279638,Canola,NA,NA,3054.99552,0,NA,1900.207213,826.6792497
streatham,STREATHAM_S11_P0000_R9,2023,1,412.925,1225.4225,wheat,barley,faba bean,4817,0,0,1589.61,-48.7375
streatham,STREATHAM_S11_P0000_R2,2023,1,407.9,1225.4225,wheat,barley,faba bean,4616,0,0,1523.28,-110.0425
streatham,STREATHAM_S7_P4123_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,4719,NA,NA,1557.27,-138.5976
streatham,STREATHAM_S7_P4123_R3,2024,2,185,611,Pasture,NA,NA,0,0,NA,0,-796
streatham,STREATHAM_S2.3_P2341_R2,2023,1,279,1185.3999999999999,canola,NA,NA,4052,NA,NA,2520.344,1055.9440000000002
streatham,STREATHAM_S2.3_P2341_R2,2024,2,248.5,1078.3927757246377,Wheat,NA,NA,2786.195286,0,NA,919.4444444,-407.4483313
streatham,STREATHAM_S7_P4123_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5620,NA,NA,1854.6,158.7324000000001
streatham,STREATHAM_S7_P4123_R2,2024,2,185,611,Pasture,NA,NA,0,0,NA,0,-796
streatham,STREATHAM_S2.3_P2341_R1,2023,1,279,1185.3999999999999,canola,NA,NA,4363,NA,NA,2713.786,1249.3860000000002
streatham,STREATHAM_S2.3_P2341_R1,2024,2,248.5,1078.3927757246377,Wheat,NA,NA,3108.866442,0,NA,1025.925926,-300.9668499
streatham,STREATHAM_S7_P1234_R1,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S7_P1234_R1,2024,2,185,611,Pasture,NA,NA,0,0,NA,0,-796
streatham,STREATHAM_S6.2_P2312_R1,2023,1,307,1275.4,canola,NA,NA,4349,NA,NA,2705.078,1122.6779999999999
streatham,STREATHAM_S6.2_P2312_R1,2024,2,259.5,1117.1976597826088,Wheat,NA,NA,2898.428732,0,NA,956.4814816,-420.2161782
streatham,STREATHAM_S6.1_P1231_R1,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S6.1_P1231_R1,2024,2,259.5,1008.9681177536232,Canola,NA,NA,2331.649832,0,NA,1450.286196,181.8180777503768
streatham,STREATHAM_S3_P4123_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5845,NA,NA,1928.85,232.9824000000001
streatham,STREATHAM_S3_P4123_R1,2024,2,240,836.633,Faba bean,NA,NA,0,0,NA,0,-1076.633
streatham,STREATHAM_S2.3_P1234_R1,2023,1,270.5,1200.1525,faba bean,NA,NA,2572,NA,NA,1388.88,-81.7725
streatham,STREATHAM_S2.3_P1234_R1,2023,2,281.5,1000.5082771739131,Canola,NA,NA,2376.54321,0,NA,1478.209877,196.2015994460868
streatham,STREATHAM_S2.4_P4123_R1,2023,1,296,1442.3675999999998,wheat,NA,NA,5862,NA,NA,1934.46,196.09240000000023
streatham,STREATHAM_S2.4_P4123_R1,2024,2,240,836.633,Faba bean,NA,NA,3047.138047,0,NA,1645.454545,568.8215453799999
streatham,STREATHAM_S1.3_P1212_R2,2023,1,279,1160.3999999999999,canola,NA,NA,4058,NA,NA,2524.076,1084.6760000000002
streatham,STREATHAM_S1.3_P1212_R2,2024,2,240,831.6825999999999,Wheat,NA,NA,2786.195286,0,NA,919.4444444,-152.2381556
streatham,STREATHAM_S12_P0000_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,4138,NA,NA,1365.54,-330.3276
streatham,STREATHAM_S5_P1231_R3,2023,1,307,1275.4,canola,NA,NA,4674,NA,NA,2907.228,1324.828
streatham,STREATHAM_S5_P1231_R3,2024,2,259.5,1083.0697467391303,Wheat,NA,NA,3122.199821,0,NA,1030.325941,-312.2438058
streatham,STREATHAM_S3_P1234_R2,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2083,NA,NA,1124.8200000000002,-434.03
streatham,STREATHAM_S3_P1234_R2,2024,2,259.5,1095.3065583333332,Wheat,NA,NA,3630.751964,0,NA,1198.148148,-156.6584102
streatham,STREATHAM_S2.2_P2341_R1,2023,1,307,1275.4,canola,NA,NA,3955,NA,NA,2460.01,877.6100000000001
streatham,STREATHAM_S2.2_P2341_R1,2024,2,259.5,1111.250761231884,Wheat,NA,NA,1787.317621,0,NA,589.8148149,-780.9359463
streatham,STREATHAM_S1.1_P1212_R3,2023,1,307,1225.4,canola,NA,NA,3645,NA,NA,2267.19,734.79
streatham,STREATHAM_S1.1_P1212_R3,2024,2,248.5,1075.0870130434785,Wheat,NA,NA,3197.804659,0,NA,1055.275537,-268.3114756
streatham,STREATHAM_S2.2_P4123_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,5410,NA,NA,1785.3000000000002,89.43240000000037
streatham,STREATHAM_S2.2_P4123_R3,2024,2,240,836.633,Faba bean,NA,NA,3169.802867,0,NA,1711.693548,635.0605481800001
streatham,STREATHAM_S9.3_P2121_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5778,NA,NA,1906.74,210.8724000000002
streatham,STREATHAM_S9.3_P2121_R1,2024,2,271.5044893,767.4003496376812,Canola,Field Pea,NA,1795.735129,444.4444444,NA,1317.391695,278.4868556897187
streatham,STREATHAM_S1.4_P2121_R3,2023,1,296,1442.3675999999998,wheat,NA,NA,4920,NA,NA,1623.6,-114.7676
streatham,STREATHAM_S1.4_P2121_R3,2024,2,248.5,903.0347554347826,Canola,NA,NA,3603.830645,0,NA,2241.582661,1090.0479057552175
streatham,STREATHAM_S13_P0000_R5,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S2.3_P1234_R3,2023,1,270.5,1200.1525,faba bean,NA,NA,2938,NA,NA,1586.5200000000002,115.86750000000029
streatham,STREATHAM_S2.3_P1234_R3,2023,2,281.5,1000.508277173913,Canola,NA,NA,2973.790323,0,NA,1849.697581,567.6893037
streatham,STREATHAM_S4_P2312_R3,2023,1,307,1275.4,canola,NA,NA,4172,NA,NA,2594.984,1012.5839999999998
streatham,STREATHAM_S4_P2312_R3,2024,2,259.5,1113.372384,Wheat,NA,NA,2444.556452,0,NA,806.7036292,-566.1687553
streatham,STREATHAM_S3_P3412_R2,2023,1,307,1275.4,canola,NA,NA,4538,NA,NA,2822.636,1240.2359999999999
streatham,STREATHAM_S3_P3412_R2,2024,2,259.5,1088.006297463768,Wheat,NA,NA,3468.013468,0,NA,1144.444444,-203.061853
streatham,STREATHAM_S4_P1231_R2,2023,1,248.5,994.926,wheat,vetch ,NA,0,0,NA,0,-1243.426
streatham,STREATHAM_S4_P1231_R2,2024,2,248.5,888.9354510869566,Canola,NA,NA,2909.652076,0,NA,1809.803591,672.3681401850433
streatham,STREATHAM_S2.4_P4123_R2,2023,1,296,1442.3675999999998,wheat,NA,NA,6312,NA,NA,2082.96,344.5924000000002
streatham,STREATHAM_S2.4_P4123_R2,2024,2,240,836.633,Faba bean,NA,NA,3636.363636,0,NA,1963.636363,887.0033634399999
streatham,STREATHAM_S8_P3123_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,5352,NA,NA,1766.16,70.29240000000027
streatham,STREATHAM_S8_P3123_R3,2024,2,207,659.3,Vetch,NA,NA,0,0,NA,0,-866.3
streatham,STREATHAM_S7_P4123_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5622,NA,NA,1855.26,159.39240000000018
streatham,STREATHAM_S7_P4123_R1,2024,2,185,611,Pasture,NA,NA,0,0,NA,0,-796
streatham,STREATHAM_S2.2_P3412_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,4825,NA,NA,1592.25,-103.6176
streatham,STREATHAM_S2.2_P3412_R3,2024,2,259.5,1105.4593119565218,Wheat,NA,NA,2595.766129,0,NA,856.6028225700001,-508.3564894
streatham,STREATHAM_S6.1_P2312_R3,2023,1,307,1275.4,canola,NA,NA,3940,NA,NA,2450.68,868.2799999999997
streatham,STREATHAM_S6.1_P2312_R3,2024,2,259.5,1154.8945873188404,Wheat,NA,NA,2797.379032,0,NA,923.1350806,-491.2595068
streatham,STREATHAM_S1.3_P2121_R2,2023,1,296,1414.8675999999998,wheat,NA,NA,4113,NA,NA,1357.29,-353.5776
streatham,STREATHAM_S1.3_P2121_R2,2024,2,262,811.5450000000001,Canola,NA,NA,2457.912458,0,NA,1528.821549,455.2765488759999
streatham,STREATHAM_S8_P3123_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5075,NA,NA,1674.75,-21.1176
streatham,STREATHAM_S8_P3123_R1,2024,2,207,659.3,Vetch,NA,NA,0,0,NA,0,-866.3
streatham,STREATHAM_S1.3_P2121_R1,2023,1,296,1414.8675999999998,wheat,NA,NA,4384,NA,NA,1446.72,-264.1476
streatham,STREATHAM_S1.3_P2121_R1,2024,2,262,811.545,Canola,NA,NA,2895.622896,0,NA,1801.0774413119998,727.5324413119998
streatham,STREATHAM_S5_P3123_R2,2023,1,285,1354.4699999999998,barley,NA,NA,6178,NA,NA,1841.044,201.5740000000003
streatham,STREATHAM_S5_P3123_R2,2024,2,248.5,894.4896539855073,Canola,NA,NA,2786.195286,0,NA,1733.013468,590.0238139064928
streatham,STREATHAM_S6.2_P3123_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,5984,NA,NA,1974.72,278.8524000000002
streatham,STREATHAM_S6.2_P3123_R1,2024,2,218,646.475,Pasture,NA,NA,0,0,NA,0,-864.475
streatham,STREATHAM_S3_P3412_R3,2023,1,307,1275.4,canola,NA,NA,3923,NA,NA,2440.106,857.7060000000001
streatham,STREATHAM_S3_P3412_R3,2024,2,259.5,1088.006297463768,Wheat,NA,NA,3096.998208,0,NA,1022.009409,-325.4968888
streatham,STREATHAM_S7_P3412_R2,2023,1,307,1275.4,canola,NA,NA,4625,NA,NA,2876.75,1294.35
streatham,STREATHAM_S7_P3412_R2,2024,2,259.5,1107.643804710145,Wheat,NA,NA,2724.466891,0,NA,899.074074,-468.0697307
streatham,STREATHAM_S2.2_P3412_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5573,NA,NA,1839.09,143.2224000000001
streatham,STREATHAM_S2.2_P3412_R2,2024,2,259.5,1105.4593119565218,Wheat,NA,NA,2920.875421,0,NA,963.8888889,-401.070423
streatham,STREATHAM_S2.1_P2341_R2,2023,1,307,1225.4,canola,NA,NA,4142,NA,NA,2576.324,1043.924
streatham,STREATHAM_S2.1_P2341_R2,2024,2,259.5,1077.0797666666667,Wheat,NA,NA,3019.079686,0,NA,996.2962964,-340.2834703
streatham,STREATHAM_S8_P1231_R2,2023,1,248.5,994.926,vetch,NA,NA,0,NA,NA,0,-1243.426
streatham,STREATHAM_S8_P1231_R2,2024,2,248.5,850.8013931159421,Canola,NA,NA,2603.815937,0,NA,1619.573513,520.2721196980578
streatham,STREATHAM_S1.1_P2121_R2,2023,1,296,1352.3675999999998,wheat,NA,NA,5500,NA,NA,1815,166.6324000000002
streatham,STREATHAM_S1.1_P2121_R2,2024,2,248.5,852.0550362318841,Canola,NA,NA,3268.799102,0,NA,2033.193041,932.6380052
streatham,STREATHAM_S9.2_P2121_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,4875,NA,NA,1608.75,-87.1176
streatham,STREATHAM_S9.2_P2121_R2,2024,2,281.1144781,725.0014067028986,Canola,Field Pea,NA,2035.353535,589.2255892,NA,1531.7306394992002,525.6147546913015
streatham,STREATHAM_S6.2_P3123_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,6009,NA,NA,1982.97,287.1024000000002
streatham,STREATHAM_S6.2_P3123_R2,2024,2,218,646.475,Pasture,NA,NA,0,0,NA,0,-864.475
streatham,STREATHAM_S10_P2121_R3,2023,1,343.975,1090.88,wheat ,vetch ,NA,3479,0,NA,1148.0700000000002,-286.785
streatham,STREATHAM_S10_P2121_R3,2024,2,264.6291443,819.9151902173915,Canola,Field Pea,NA,1204.077061,761.0887097,NA,1092.18694,7.642605531808499
streatham,STREATHAM_S4_P3123_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5320,NA,NA,1755.6,59.7324
streatham,STREATHAM_S4_P3123_R2,2024,2,296,635,Wheat,Vetch,NA,4000,0,NA,0,-931
streatham,STREATHAM_S6.1_P3123_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,5767,NA,NA,1903.11,207.2424000000001
streatham,STREATHAM_S6.1_P3123_R3,2024,2,218,646.475,Pasture,NA,NA,0,0,NA,0,-864.475
streatham,STREATHAM_S2.4_P3412_R1,2023,1,296,1442.3675999999998,wheat,NA,NA,5576,NA,NA,1840.08,101.71240000000012
streatham,STREATHAM_S2.4_P3412_R1,2024,2,259.5,1111.9089351449275,Wheat,NA,NA,2143.65881,0,NA,707.4074073,-664.0015278
streatham,STREATHAM_S9.3_P1212_R1,2023,1,396.725,1173.95,canola,field pea,NA,4809,0,NA,2991.198,1420.523
streatham,STREATHAM_S9.3_P1212_R1,2024,2,259.5,1137.8693699275361,Wheat,NA,NA,2494.388328,0,NA,823.1481482400001,-574.2212217
streatham,STREATHAM_S2.1_P1234_R2,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2196,NA,NA,1185.84,-373.01
streatham,STREATHAM_S2.1_P1234_R2,2024,2,248.5,825.0279638,Canola,NA,NA,2626.262626,0,NA,1633.535353,560.0073896038839
streatham,STREATHAM_S11_P0000_R7,2023,1,404.4,1225.4225,wheat,barley,faba bean,4476,0,0,1477.0800000000002,-152.7425
streatham,STREATHAM_S11_P0000_R6,2023,1,407.2,1225.4225,wheat,barley,faba bean,4588,0,0,1514.04,-118.5825
streatham,STREATHAM_S3_P2341_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,5905,NA,NA,1948.65,252.78240000000028
streatham,STREATHAM_S3_P2341_R3,2024,2,248.5,881.5610163043478,Canola,NA,NA,3130.600358,0,NA,1947.233423,817.1724063716521
streatham,STREATHAM_S2.3_P4123_R1,2023,1,296,1414.8675999999998,wheat,NA,NA,4569,NA,NA,1507.77,-203.0976
streatham,STREATHAM_S2.3_P4123_R1,2024,2,273,932.0660000000001,Faba bean,NA,NA,2570.145903,0,NA,1387.878788,182.81278761999977
streatham,STREATHAM_S1.2_P2121_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,5175,NA,NA,1707.75,11.882400000000189
streatham,STREATHAM_S1.2_P2121_R3,2024,2,240,736.39,Canola,NA,NA,3435.819892,0,NA,2137.079973,1160.689973
streatham,STREATHAM_S2.1_P3412_R2,2023,1,296,1352.3675999999998,wheat,NA,NA,5681,NA,NA,1874.73,226.3624000000002
streatham,STREATHAM_S2.1_P3412_R2,2024,2,259.5,1084.7268101449274,Wheat,NA,NA,4545.454545,0,NA,1500,155.77318970507258
streatham,STREATHAM_S6.2_P2312_R2,2023,1,307,1275.4,canola,NA,NA,4130,NA,NA,2568.86,986.46
streatham,STREATHAM_S6.2_P2312_R2,2024,2,259.5,1117.1976597826088,Wheat,NA,NA,2727.272727,0,NA,899.9999999,-476.6976599
streatham,STREATHAM_S2.3_P4123_R3,2023,1,296,1414.8675999999998,wheat,NA,NA,5819,NA,NA,1920.27,209.40240000000017
streatham,STREATHAM_S2.3_P4123_R3,2024,2,273,932.0660000000001,Faba bean,NA,NA,3035.394265,0,NA,1639.112903,434.0469030999999
streatham,STREATHAM_S9.2_P1212_R3,2023,1,276.5,1123.95,canola,field pea,NA,0,0,NA,0,-1400.45
streatham,STREATHAM_S9.2_P1212_R3,2024,2,259.5,1106.031109057971,Wheat,NA,NA,2956.989247,0,NA,975.8064515,-389.7246575
streatham,STREATHAM_S13_P0000_R4,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S3_P2341_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5311,NA,NA,1752.63,56.7624
streatham,STREATHAM_S3_P2341_R2,2024,2,248.5,881.5610163,Canola,NA,NA,3347.362514,0,NA,2082.059484,951.9984674036518
streatham,STREATHAM_S4_P2312_R1,2023,1,307,1275.4,canola,NA,NA,4239,NA,NA,2636.658,1054.2579999999998
streatham,STREATHAM_S4_P2312_R1,2024,2,259.5,1113.372384,Wheat,NA,NA,1526.37486,0,NA,503.7037038,-869.1686806
streatham,STREATHAM_S2.3_P3412_R3,2023,1,296,1414.8675999999998,wheat,NA,NA,4920,NA,NA,1623.6,-87.2676
streatham,STREATHAM_S2.3_P3412_R3,2024,2,259.5,1015.9049786231884,Wheat,NA,NA,3648.633513,0,NA,1204.049059,-71.35591933
streatham,STREATHAM_S7_P1234_R3,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S7_P1234_R3,2024,2,185,611,Pasture,NA,NA,0,0,NA,0,-796
streatham,STREATHAM_S2.2_P1234_R3,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,1727,NA,NA,932.58,-626.27
streatham,STREATHAM_S2.2_P1234_R3,2024,2,248.5,910.4324655797102,Canola,NA,NA,3040.994624,0,NA,1891.498656,732.5661905482898
streatham,STREATHAM_S12_P0000_R5,2023,1,296,1399.8675999999998,wheat,NA,NA,4712,NA,NA,1554.96,-140.9076
streatham,STREATHAM_S2.1_P2341_R3,2023,1,307,1225.4,canola,NA,NA,4118,NA,NA,2561.396,1028.996
streatham,STREATHAM_S2.1_P2341_R3,2024,2,259.5,1077.0797666666667,Wheat,NA,NA,2786.178315,0,NA,919.438844,-417.1409227
streatham,STREATHAM_S1.4_P2121_R2,2023,1,296,1442.3675999999998,wheat,NA,NA,5317,NA,NA,1754.61,16.24240000000009
streatham,STREATHAM_S1.4_P2121_R2,2024,2,248.5,903.0347554347826,Canola,NA,NA,3358.585859,0,NA,2089.040404,937.5056488632173
streatham,STREATHAM_S9.2_P1212_R1,2023,1,276.5,1123.9499999999998,canola,field pea,NA,0,0,NA,0,-1400.45
streatham,STREATHAM_S9.2_P1212_R1,2024,2,259.5,1106.031109057971,Wheat,NA,NA,2418.630752,0,NA,798.1481482,-567.3829609
streatham,STREATHAM_S5_P1231_R1,2023,1,307,1275.4,canola,NA,NA,4612,NA,NA,2868.664,1286.2640000000001
streatham,STREATHAM_S5_P1231_R1,2024,2,259.5,1083.0697467391306,Wheat,NA,NA,2993.82716,0,NA,987.9629628,-354.6067839
streatham,STREATHAM_S4_P1231_R1,2023,1,248.5,994.926,wheat,vetch ,NA,0,0,NA,0,-1243.426
streatham,STREATHAM_S4_P1231_R1,2024,2,248.5,888.9354510869566,Canola,NA,NA,2592.592593,0,NA,1612.592593,475.15714175904327
streatham,STREATHAM_S7_P1234_R2,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S7_P1234_R2,2024,2,185,611,Pasture,NA,NA,0,0,NA,0,-796
streatham,STREATHAM_S9.3_P2121_R2,2023,1,296,1399.8675999999998,wheat,NA,NA,5221,NA,NA,1722.93,27.062400000000252
streatham,STREATHAM_S9.3_P2121_R2,2024,2,275.43265992249997,767.4003496376812,Canola,Field Pea,NA,1964.085297,433.2210999,NA,1417.043771,374.21076122871875
streatham,STREATHAM_S13_P0000_R2,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S13_P0000_R2,2024,2,185,1833,Pasture,NA,NA,0,0,NA,0,-2018
streatham,STREATHAM_S2.1_P3412_R1,2023,1,296,1352.3675999999998,wheat,NA,NA,5440,NA,NA,1795.2,146.83240000000023
streatham,STREATHAM_S2.1_P3412_R1,2024,2,259.5,1084.7268101449274,Wheat,NA,NA,2744.107744,0,NA,905.5555555,-438.6712546
streatham,STREATHAM_S9.3_P1212_R3,2023,1,394.475,1173.95,canola,field pea,NA,4719,0,NA,2935.218,1366.793
streatham,STREATHAM_S9.3_P1212_R3,2024,2,259.5,1137.8693699275364,Wheat,NA,NA,0,0,NA,0,-1397.36937
streatham,STREATHAM_S11_P0000_R3,2023,1,408.05,1225.4225,wheat,barley,faba bean,4622,0,0,1525.26,-108.2125
streatham,STREATHAM_S2.4_P2341_R2,2023,1,307,1315.4,canola,NA,NA,4218,NA,NA,2623.596,1001.1959999999999
streatham,STREATHAM_S2.4_P2341_R2,2024,2,259.5,1141.533833695652,Wheat,NA,NA,2707.631874,0,NA,893.5185184200001,-507.5153153
streatham,STREATHAM_S1.2_P2121_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,6047,NA,NA,1995.51,299.6424000000002
streatham,STREATHAM_S1.2_P2121_R1,2024,2,240,736.39,Canola,NA,NA,3498.877666,0,NA,2176.301908,1199.911908
streatham,STREATHAM_S13_P0000_R3,2023,1,226.5,1137.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1364.4
streatham,STREATHAM_S13_P0000_R3,2024,2,185,1833,Pasture,NA,NA,0,0,NA,0,-2018
streatham,STREATHAM_S2.1_P4123_R2,2023,1,296,1352.3675999999998,wheat,NA,NA,4514,NA,NA,1489.62,-158.7476
streatham,STREATHAM_S2.1_P4123_R2,2024,2,240,836.633,Faba bean,NA,NA,2828.282828,0,NA,1527.272727,450.63972711999986
streatham,STREATHAM_S5_P3123_R1,2023,1,285,1354.4699999999998,barley,NA,NA,6881,NA,NA,2050.538,411.0680000000002
streatham,STREATHAM_S5_P3123_R1,2024,2,248.5,894.4896539855074,Canola,NA,NA,3111.672278,0,NA,1935.460157,792.4705029304926
streatham,STREATHAM_S10_P2121_R1,2023,1,328.825,1090.88,wheat ,vetch ,NA,2873,0,NA,948.09,-471.615
streatham,STREATHAM_S10_P2121_R1,2024,2,265.8928171,819.9151902173915,Canola,Field Pea,NA,1515.151515,500.5611672,NA,1168.177329,82.36932146480854
streatham,STREATHAM_S9.2_P2121_R1,2023,1,296,1399.8675999999998,wheat,NA,NA,4948,NA,NA,1632.84,-63.0276
streatham,STREATHAM_S9.2_P2121_R1,2024,2,270.6346801,725.0014067028986,Canola,Field Pea,NA,1851.851852,353.5353535,NA,1311.296296,315.66020953210125
streatham,STREATHAM_S1.2_P1212_R1,2023,1,307,1275.4,canola,NA,NA,4363,NA,NA,2713.786,1131.386
streatham,STREATHAM_S1.2_P1212_R1,2024,2,240,861.0076,Wheat,NA,NA,3285.634119,0,NA,1084.259259,-16.74834073
streatham,STREATHAM_S11_P0000_R1,2023,1,410.7,1225.4225,wheat,barley,faba bean,4728,0,0,1560.24,-75.8825
streatham,STREATHAM_S13_P0000_R8,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0,NA,NA,0,-1188.4
streatham,STREATHAM_S6.2_P1231_R3,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0,NA,NA,0,-1188.4
streatham,STREATHAM_S6.2_P1231_R3,2024,2,259.5,1041.896436594203,Canola,NA,NA,1948.924731,0,NA,1212.231183,-89.16525391
streatham,STREATHAM_S8_P1231_R3,2023,1,248.5,994.926,vetch,NA,NA,0,NA,NA,0,-1243.426
streatham,STREATHAM_S8_P1231_R3,2024,2,248.5,850.8013931,Canola,NA,NA,3307.011649,0,NA,2056.961246,957.6598525620581
streatham,STREATHAM_S5_P2312_R3,2023,1,296,1399.8675999999998,wheat,NA,NA,5882,NA,NA,1941.06,245.19240000000013
streatham,STREATHAM_S5_P2312_R3,2024,2,237.5,911.8072772,Barley,NA,NA,3875.448029,0,NA,1154.883513,5.576235468086907
streatham,STREATHAM_S1.2_P1212_R2,2023,1,307,1275.4,canola,NA,NA,4308,NA,NA,2679.576,1097.176
streatham,STREATHAM_S1.2_P1212_R2,2024,2,240,861.0076000000001,Wheat,NA,NA,2710.43771,0,NA,894.4444443000001,-206.5631557
streatham,STREATHAM_S9.2_P1212_R2,2023,1,383.825,1123.9499999999998,canola,field pea,NA,4293,0,NA,2670.246,1162.4710000000005
streatham,STREATHAM_S9.2_P1212_R2,2024,2,259.5,1106.031109057971,Wheat,NA,NA,2696.40853,0,NA,889.8148149000001,-475.7162942
