plotID,errorLocation,errorType,errorMsg
MANANG_S7_P3123_R1,"('crop1Name',)",enum,"Input should be 'wheat', 'barley', 'canola', 'lupins', 'peas', 'vetch', 'oat', 'triticale', 'pasture', 'lentil', 'chickpea', 'fababean', 'fieldpea' or 'millet'"
MANANG_S7_P3123_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S7_P3123_R1 is already in a fallow state. You cannot terminate a fallow state
MANANG_S7_P3123_R1,"('crop1Name',)",enum,"Input should be 'wheat', 'barley', 'canola', 'lupins', 'peas', 'vetch', 'oat', 'triticale', 'pasture', 'lentil', 'chickpea', 'fababean', 'fieldpea' or 'millet'"
MANANG_S7_P3123_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S7_P3123_R1 is already in a fallow state. You cannot terminate a fallow state
MANANG_S7_P3123_R2,"('crop1Name',)",enum,"Input should be 'wheat', 'barley', 'canola', 'lupins', 'peas', 'vetch', 'oat', 'triticale', 'pasture', 'lentil', 'chickpea', 'fababean', 'fieldpea' or 'millet'"
MANANG_S7_P3123_R2,checkPlotState,<class 'ValueError'>,Plot MANANG_S7_P3123_R2 is already in a fallow state. You cannot terminate a fallow state
MANANG_S7_P3123_R2,"('crop1Name',)",enum,"Input should be 'wheat', 'barley', 'canola', 'lupins', 'peas', 'vetch', 'oat', 'triticale', 'pasture', 'lentil', 'chickpea', 'fababean', 'fieldpea' or 'millet'"
MANANG_S7_P3123_R2,checkPlotState,<class 'ValueError'>,Plot MANANG_S7_P3123_R2 is already in a fallow state. You cannot terminate a fallow state
MANANG_S7_P3123_R3,"('crop1Name',)",enum,"Input should be 'wheat', 'barley', 'canola', 'lupins', 'peas', 'vetch', 'oat', 'triticale', 'pasture', 'lentil', 'chickpea', 'fababean', 'fieldpea' or 'millet'"
MANANG_S7_P3123_R3,checkPlotState,<class 'ValueError'>,Plot MANANG_S7_P3123_R3 is already in a fallow state. You cannot terminate a fallow state
MANANG_S7_P3123_R3,"('crop1Name',)",enum,"Input should be 'wheat', 'barley', 'canola', 'lupins', 'peas', 'vetch', 'oat', 'triticale', 'pasture', 'lentil', 'chickpea', 'fababean', 'fieldpea' or 'millet'"
MANANG_S7_P3123_R3,checkPlotState,<class 'ValueError'>,Plot MANANG_S7_P3123_R3 is already in a fallow state. You cannot terminate a fallow state
