,plotID,errorLocation,errorType,errorMsg
76,STREATHAM_S2.2_P2341_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P2341_R2 is already in a fallow state. You cannot terminate a fallow state
77,STREATHAM_S2.4_P2341_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.4_P2341_R3 is already in a fallow state. You cannot terminate a fallow state
78,STREATHAM_S2.1_P2341_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.1_P2341_R3 is already in a fallow state. You cannot terminate a fallow state
79,STREATHAM_S2.3_P2341_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.3_P2341_R3 is already in a fallow state. You cannot terminate a fallow state
80,STREATHAM_S2.2_P2341_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P2341_R3 is already in a fallow state. You cannot terminate a fallow state
81,STREATHAM_S2.1_P3412_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.1_P3412_R1 is already in a fallow state. You cannot terminate a fallow state
82,STREATHAM_S2.4_P3412_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.4_P3412_R1 is already in a fallow state. You cannot terminate a fallow state
83,STREATHAM_S2.3_P3412_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.3_P3412_R1 is already in a fallow state. You cannot terminate a fallow state
84,STREATHAM_S2.2_P3412_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P3412_R1 is already in a fallow state. You cannot terminate a fallow state
85,STREATHAM_S2.2_P3412_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P3412_R2 is already in a fallow state. You cannot terminate a fallow state
86,STREATHAM_S2.4_P3412_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.4_P3412_R2 is already in a fallow state. You cannot terminate a fallow state
87,STREATHAM_S2.3_P3412_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.3_P3412_R2 is already in a fallow state. You cannot terminate a fallow state
88,STREATHAM_S2.1_P3412_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.1_P3412_R2 is already in a fallow state. You cannot terminate a fallow state
89,STREATHAM_S2.2_P3412_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P3412_R3 is already in a fallow state. You cannot terminate a fallow state
90,STREATHAM_S2.3_P3412_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.3_P3412_R3 is already in a fallow state. You cannot terminate a fallow state
91,STREATHAM_S2.4_P3412_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.4_P3412_R3 is already in a fallow state. You cannot terminate a fallow state
92,STREATHAM_S2.1_P3412_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.1_P3412_R3 is already in a fallow state. You cannot terminate a fallow state
93,STREATHAM_S2.3_P4123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.3_P4123_R1 is already in a fallow state. You cannot terminate a fallow state
94,STREATHAM_S2.2_P4123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P4123_R1 is already in a fallow state. You cannot terminate a fallow state
95,STREATHAM_S2.4_P4123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.4_P4123_R1 is already in a fallow state. You cannot terminate a fallow state
96,STREATHAM_S2.1_P4123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.1_P4123_R1 is already in a fallow state. You cannot terminate a fallow state
97,STREATHAM_S2.1_P4123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.1_P4123_R2 is already in a fallow state. You cannot terminate a fallow state
98,STREATHAM_S2.2_P4123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P4123_R2 is already in a fallow state. You cannot terminate a fallow state
99,STREATHAM_S2.4_P4123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.4_P4123_R2 is already in a fallow state. You cannot terminate a fallow state
100,STREATHAM_S2.3_P4123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.3_P4123_R2 is already in a fallow state. You cannot terminate a fallow state
101,STREATHAM_S2.1_P4123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.1_P4123_R3 is already in a fallow state. You cannot terminate a fallow state
102,STREATHAM_S2.2_P4123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.2_P4123_R3 is already in a fallow state. You cannot terminate a fallow state
103,STREATHAM_S2.4_P4123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.4_P4123_R3 is already in a fallow state. You cannot terminate a fallow state
104,STREATHAM_S2.3_P4123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S2.3_P4123_R3 is already in a fallow state. You cannot terminate a fallow state
105,STREATHAM_S3_P1234_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P1234_R1 is already in a fallow state. You cannot terminate a fallow state
106,STREATHAM_S3_P1234_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P1234_R2 is already in a fallow state. You cannot terminate a fallow state
107,STREATHAM_S3_P1234_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P1234_R3 is already in a fallow state. You cannot terminate a fallow state
108,STREATHAM_S3_P2341_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P2341_R1 is already in a fallow state. You cannot terminate a fallow state
109,STREATHAM_S3_P2341_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P2341_R2 is already in a fallow state. You cannot terminate a fallow state
110,STREATHAM_S3_P2341_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P2341_R3 is already in a fallow state. You cannot terminate a fallow state
111,STREATHAM_S3_P3412_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P3412_R1 is already in a fallow state. You cannot terminate a fallow state
112,STREATHAM_S3_P3412_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P3412_R2 is already in a fallow state. You cannot terminate a fallow state
113,STREATHAM_S3_P3412_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P3412_R3 is already in a fallow state. You cannot terminate a fallow state
114,STREATHAM_S3_P4123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P4123_R1 is already in a fallow state. You cannot terminate a fallow state
115,STREATHAM_S3_P4123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P4123_R2 is already in a fallow state. You cannot terminate a fallow state
116,STREATHAM_S3_P4123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S3_P4123_R3 is already in a fallow state. You cannot terminate a fallow state
117,STREATHAM_S4_P1231_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P1231_R1 is already in a fallow state. You cannot terminate a fallow state
118,STREATHAM_S4_P1231_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P1231_R2 is already in a fallow state. You cannot terminate a fallow state
119,STREATHAM_S4_P1231_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P1231_R3 is already in a fallow state. You cannot terminate a fallow state
120,STREATHAM_S4_P2312_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P2312_R1 is already in a fallow state. You cannot terminate a fallow state
