,site,plot,year,annual_plot_operational_costs_dollars,annual_plot_material_input_costs_dollars,annual_plot_revenue_dollars,annual_plot_gross_margin_dollars
0,hart,HART_S2.3_P0000_R3,2023,202.0,285.75835,1222.98,735.22165
1,hart,HART_S4.3_P4123_R3,2023,202.0,258.75835,1142.234,681.4756499999999
2,hart,HART_S4.3_P2341_R2,2023,202.0,259.75835,859.6500000000001,397.8916500000001
3,hart,HART_S6_P4123_R2,2023,202.0,235.75835,1082.932,645.17365
4,hart,HART_S4.3_P3412_R1,2023,213.0,249.5018,359.516,-102.98579999999998
5,hart,HART_S1.1_P3123_R1,2023,202.0,235.75834999999998,1053.728,615.9696500000001
6,hart,HART_S1.2_P1231_R1,2023,204.5,222.5193,804.0500000000001,377.0307000000001
7,hart,HART_S10.2_P1231_R1,2023,204.5,227.7693,911.618,479.34870000000006
8,hart,HART_S10.2_P3123_R3,2023,202.0,213.25835,1258.156,842.8976499999999
9,hart,HART_S10.1_P2312_R2,2023,193.5,190.25835,927.3,543.5416499999999
10,hart,HART_S10.3_P3123_R1,2023,202.0,235.75835,1287.062,849.3036499999998
11,hart,HART_S3_P4123_R2,2023,202.0,235.75834999999998,985.188,547.42965
12,hart,HART_S1.2_P3123_R2,2023,202.0,235.75834999999998,1005.154,567.39565
13,hart,HART_S9_P1234_R3,2023,204.5,235.93619999999996,0.0,-440.4362
14,hart,HART_S10.1_P2312_R3,2023,193.5,190.25834999999998,869.88,486.12165000000005
15,hart,HART_S10.1_P3123_R2,2023,193.5,190.25835,1044.788,661.02965
16,hart,HART_S1.3_P2312_R1,2023,202.0,259.75835,1148.4,686.64165
17,hart,HART_S1.1_P2312_R1,2023,202.0,246.75834999999998,1097.91,649.1516500000001
18,hart,HART_S4.2_P2341_R1,2023,202.0,246.75834999999998,830.94,382.1816500000001
19,hart,HART_S3_P3412_R1,2023,204.5,222.5193,1044.55,617.5307
20,hart,HART_S4.1_P2341_R1,2023,202.0,225.25835,903.54,476.28164999999996
21,hart,HART_S5_P0000_R7,2023,204.5,222.5193,1142.7,715.6807000000001
22,hart,HART_S7_P4123_R1,2023,202.0,235.75835,1335.934,898.1756499999999
23,hart,HART_S1.3_P2312_R2,2023,202.0,259.75835,912.12,450.36165
24,hart,HART_S6_P3412_R2,2023,202.0,246.75835,983.07,534.3116500000001
25,hart,HART_S1.2_P1231_R3,2023,204.5,222.5193,1082.25,655.2307000000001
26,hart,HART_S9_P4123_R3,2023,202.0,235.75835,1281.102,843.34365
27,hart,HART_S4.2_P1234_R1,2023,204.5,222.5193,1190.8,763.7807
28,hart,HART_S6_P1234_R1,2023,204.5,222.5193,928.2,501.18070000000006
29,hart,HART_S6_P3412_R1,2023,202.0,246.75835,1185.69,736.93165
