plotID,errorLocation,errorType,errorMsg
MANANG_S8.1_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S8.1_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S8.1_P2312_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S8.1_P2312_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S8.1_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S8.1_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S6_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S6_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S6_P1111_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S6_P1111_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S6_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S6_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S5_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S5_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S5_P2341_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S5_P2341_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S5_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S5_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S8.2_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S8.2_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S8.2_P1231_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S8.2_P1231_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S8.2_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S8.2_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S8.1_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S8.1_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S8.1_P1231_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S8.1_P1231_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S8.1_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S8.1_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S1.1_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S1.1_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S1.1_P1231_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S1.1_P1231_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S1.1_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S1.1_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S5_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S5_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S5_P1234_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S5_P1234_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S5_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S5_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S11_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S11_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S11_P1212_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S11_P1212_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S11_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S11_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S9_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S9_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S9_P1231_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S9_P1231_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S9_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S9_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S1.3_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S1.3_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
MANANG_S1.3_P1231_R1,checkPlotState,<class 'ValueError'>,Plot MANANG_S1.3_P1231_R1 is already sown to a crop and no termination event has been recorded yet. Please enter a termination record first.
MANANG_S1.3_BUFFER_R1,checkPlotState,<class 'ValueError'>,There is no entry in the plot state data forMANANG_S1.3_BUFFER_R1. Please ensure a starting state is initiated for ALL plots prior to data entry
