,site,plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
0,streatham,STREATHAM_S4_P3123_R2,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5320.0,NA,NA,1755.6,59.7324000000001
1,streatham,STREATHAM_S4_P3123_R2,2024,2,296.0,635.0,Wheat,Vetch,NA,4000.0,0.0,NA,0.0,-931.0
2,streatham,STREATHAM_S1.3_P1212_R1,2023,1,279.0,1160.3999999999999,canola,NA,NA,3892.0,NA,NA,2420.824,981.4240000000002
3,streatham,STREATHAM_S1.3_P1212_R1,2024,2,240.0,831.6826,Wheat,NA,NA,2606.621773,0.0,NA,860.18518509,-211.49741490999997
4,streatham,STREATHAM_S1.1_P1212_R3,2023,1,307.0,1225.4,canola,NA,NA,3645.0,NA,NA,2267.19,734.79
5,streatham,STREATHAM_S1.1_P1212_R3,2024,2,248.5,1075.0870130434782,Wheat,NA,NA,3197.804659,0.0,NA,1055.27553747,-268.3114755734782
6,streatham,STREATHAM_S13_P0000_R6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,streatham,STREATHAM_S2.2_P2341_R2,2023,1,307.0,1275.4,canola,NA,NA,4442.0,NA,NA,2762.924,1180.524
8,streatham,STREATHAM_S2.2_P2341_R2,2024,2,259.5,1111.250761231884,Wheat,NA,NA,3232.323232,0.0,NA,1066.66666656,-304.08409467188403
9,streatham,STREATHAM_S12_P0000_R3,2023,1,216.0,1399.8675999999998,wheat,NA,NA,5272.0,NA,NA,1739.76,123.89240000000018
10,streatham,STREATHAM_S3_P1234_R2,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2083.0,NA,NA,1124.8200000000002,-434.03
11,streatham,STREATHAM_S3_P1234_R2,2024,2,259.5,1095.3065583333334,Wheat,NA,NA,3630.751964,0.0,NA,1198.14814812,-156.65841021333335
12,streatham,STREATHAM_S1.4_P2121_R3,2023,1,296.0,1442.3675999999998,wheat,NA,NA,4920.0,NA,NA,1623.6,-114.7675999999999
13,streatham,STREATHAM_S1.4_P2121_R3,2024,2,248.5,903.0347554347826,Canola,NA,NA,3603.830645,0.0,NA,2241.58266119,1090.0479057552175
14,streatham,STREATHAM_S9.2_P1212_R2,2023,1,383.8142675,1123.95,canola,field pea,NA,2861.7138,1430.8569,NA,2425.3024455,917.538178
15,streatham,STREATHAM_S9.2_P1212_R2,2024,2,259.5,1106.031109057971,Wheat,NA,NA,2696.40853,0.0,NA,889.8148149000001,-475.7162941579709
16,streatham,STREATHAM_S6.1_P1231_R1,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0.0,NA,NA,0.0,-1188.4
17,streatham,STREATHAM_S6.1_P1231_R1,2024,2,259.5,1008.9681177536232,Canola,NA,NA,2331.649832,0.0,NA,1450.286195504,181.8180777503768
18,streatham,STREATHAM_S2.4_P3412_R3,2023,1,296.0,1442.3675999999998,wheat,NA,NA,5767.0,NA,NA,1903.11,164.7424000000001
19,streatham,STREATHAM_S2.4_P3412_R3,2024,2,259.5,1111.9089351449275,Wheat,NA,NA,3542.226703,0.0,NA,1168.93481199,-202.47412315492738
20,streatham,STREATHAM_S7_P3412_R1,2023,1,307.0,1275.4,canola,NA,NA,4146.0,NA,NA,2578.812,996.4119999999998
21,streatham,STREATHAM_S7_P3412_R1,2024,2,259.5,1107.6438047101449,Wheat,NA,NA,2508.417508,0.0,NA,827.7777776400001,-539.3660270701448
22,streatham,STREATHAM_S11_P0000_R5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,streatham,STREATHAM_S12_P0000_R9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,streatham,STREATHAM_S7_P2341_R2,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0.0,NA,NA,0.0,-1188.4
25,streatham,STREATHAM_S7_P2341_R2,2024,2,248.5,898.9578278985507,Canola,NA,NA,1778.900112,0.0,NA,1106.475869664,-40.9819582345508
26,streatham,STREATHAM_S6.1_P1231_R2,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0.0,NA,NA,0.0,-1188.4
27,streatham,STREATHAM_S6.1_P1231_R2,2024,2,259.5,1008.9681177536233,Canola,NA,NA,2474.747475,0.0,NA,1539.29292945,270.8248116963766
28,streatham,STREATHAM_S11_P0000_R1,2023,1,410.7,1225.4225,wheat,barley,faba bean,4728.0,NA,NA,1560.24,-75.88249999999994
29,streatham,STREATHAM_S1.2_P2121_R2,2023,1,296.0,1399.8675999999998,wheat,NA,NA,6062.0,NA,NA,2000.46,304.5924000000002
30,streatham,STREATHAM_S1.2_P2121_R2,2024,2,240.0,736.39,Canola,NA,NA,2965.768799,0.0,NA,1844.708192978,868.318192978
31,streatham,STREATHAM_S1.2_P1212_R1,2023,1,307.0,1275.4,canola,NA,NA,4363.0,NA,NA,2713.786,1131.386
32,streatham,STREATHAM_S1.2_P1212_R1,2024,2,240.0,861.0076,Wheat,NA,NA,3285.634119,0.0,NA,1084.25925927,-16.748340729999995
33,streatham,STREATHAM_S2.2_P3412_R2,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5573.0,NA,NA,1839.09,143.2224000000001
34,streatham,STREATHAM_S2.2_P3412_R2,2024,2,259.5,1105.4593119565218,Wheat,NA,NA,2920.875421,0.0,NA,963.88888893,-401.0704230265218
35,streatham,STREATHAM_S7_P2341_R1,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0.0,NA,NA,0.0,-1188.4
36,streatham,STREATHAM_S7_P2341_R1,2024,2,248.5,898.9578278985507,Canola,NA,NA,1820.987654,0.0,NA,1132.654320788,-14.803507110550754
37,streatham,STREATHAM_S8_P1231_R2,2023,1,248.5,994.926,vetch,NA,NA,0.0,NA,NA,0.0,-1243.426
38,streatham,STREATHAM_S8_P1231_R2,2024,2,248.5,850.8013931159421,Canola,NA,NA,2603.815937,0.0,NA,1619.573512814,520.2721196980578
39,streatham,STREATHAM_S1.2_P1212_R3,2023,1,307.0,1275.4,canola,NA,NA,3797.0,NA,NA,2361.734,779.3339999999998
40,streatham,STREATHAM_S1.2_P1212_R3,2024,2,240.0,861.0076000000001,Wheat,NA,NA,2595.766129,0.0,NA,856.6028225700001,-244.40477743000008
41,streatham,STREATHAM_S6.1_P3123_R2,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5212.0,NA,NA,1719.96,24.092400000000225
42,streatham,STREATHAM_S6.1_P3123_R2,2024,2,218.0,646.475,Pasture,NA,NA,0.0,0.0,NA,0.0,-864.475
