plotID,year,month,day,name,targetPest,unitsAppliedKgOrLitres,appliedAmount,comments
MANANG_S5_P3412_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P4123_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R4,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R4,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R4,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R5,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R5,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R5,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R6,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R6,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S6_P1111_R6,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P1231_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P2312_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S7_P3123_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P1231_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P2312_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.1_P3123_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P1231_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P2312_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S8.2_P3123_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P1231_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P2312_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S9_P3123_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
