plotID,year,month,day,name,targetPest,unitsAppliedKgOrLitres,appliedAmount,comments
MANANG_S4_P3412_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S4_P4123_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R1,2023,9,26,Sumi-alpha flex,faw,L,0.33,"to control grubs in pulses, podding"
MANANG_S5_P1234_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R2,2023,9,26,Sumi-alpha flex,faw,L,0.33,"to control grubs in pulses, podding"
MANANG_S5_P1234_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P1234_R3,2023,9,26,Sumi-alpha flex,faw,L,0.33,"to control grubs in pulses, podding"
MANANG_S5_P2341_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P2341_R3,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R1,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R1,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R1,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R2,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R2,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R2,2023,10,11,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R3,2023,4,29,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
MANANG_S5_P3412_R3,2023,5,17,MouseOff,mice,kg,1,MouseOff zinc phosphide bait
