,site,plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
0,streatham,STREATHAM_S4_P2312_R1,2023,1,307.0,1275.4,canola,NA,NA,4239.0,NA,NA,2636.658,1054.2579999999998
1,streatham,STREATHAM_S4_P2312_R1,2024,2,215.5,885.3147844202899,Wheat,NA,NA,1526.37486,0.0,NA,503.7037038,-597.1110806202898
2,streatham,STREATHAM_S2.3_P2341_R2,2023,1,279.0,1185.3999999999999,canola,NA,NA,4052.0,NA,NA,2520.344,1055.9440000000002
3,streatham,STREATHAM_S2.3_P2341_R2,2024,2,248.5,1078.3927757246377,Wheat,NA,NA,2786.195286,0.0,NA,919.44444438,-407.4483313446376
4,streatham,STREATHAM_S12_P0000_R3,2023,1,296.0,1399.8675999999998,wheat,NA,NA,4138.0,NA,NA,1365.54,-330.32759999999985
5,streatham,STREATHAM_S12_P0000_R3,2024,2,165.5,2152.9063351449277,Canola,NA,NA,3179.136798,0.0,NA,1977.423088356,-340.98324678892754
6,streatham,STREATHAM_S7_P2341_R1,2023,1,226.5,961.9,Perennial ryegrass,sub clover,NA,0.0,NA,NA,0.0,-1188.4
7,streatham,STREATHAM_S7_P2341_R1,2024,2,215.5,815.4328278985507,Canola,NA,NA,1820.987654,0.0,NA,1132.654320788,101.72149288944922
8,streatham,STREATHAM_S5_P3123_R3,2023,1,285.0,1354.4699999999998,barley,NA,NA,5779.0,NA,NA,1722.1419999999998,82.67200000000003
9,streatham,STREATHAM_S5_P3123_R3,2024,2,215.5,810.9646539855073,Canola,NA,NA,3147.401434,0.0,NA,1957.683691948,931.2190379624926
10,streatham,STREATHAM_S13_P0000_R8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,streatham,STREATHAM_S7_P3412_R2,2023,1,307.0,1275.4,canola,NA,NA,4625.0,NA,NA,2876.75,1294.35
12,streatham,STREATHAM_S7_P3412_R2,2024,2,215.5,879.586204710145,Wheat,NA,NA,2724.466891,0.0,NA,899.07407403,-196.012130680145
13,streatham,STREATHAM_S1.1_P1212_R1,2023,1,307.0,1225.4,canola,NA,NA,4389.0,NA,NA,2729.958,1197.558
14,streatham,STREATHAM_S1.1_P1212_R1,2024,2,248.5,1075.0870130434782,Wheat,NA,NA,2511.223345,0.0,NA,828.70370385,-494.8833091934782
15,streatham,STREATHAM_S2.3_P2341_R1,2023,1,279.0,1185.3999999999999,canola,NA,NA,4363.0,NA,NA,2713.786,1249.3860000000002
16,streatham,STREATHAM_S2.3_P2341_R1,2024,2,248.5,1078.3927757246377,Wheat,NA,NA,3108.866442,0.0,NA,1025.92592586,-300.96684986463765
17,streatham,STREATHAM_S6.2_P1231_R2,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0.0,NA,NA,0.0,-1188.4
18,streatham,STREATHAM_S6.2_P1231_R2,2024,2,226.5,958.3714365942029,Canola,NA,NA,1882.716049,0.0,NA,1171.049382478,-13.822054116202821
19,streatham,STREATHAM_S6.2_P1231_R3,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0.0,NA,NA,0.0,-1188.4
20,streatham,STREATHAM_S6.2_P1231_R3,2024,2,226.5,958.3714365942028,Canola,NA,NA,1948.924731,0.0,NA,1212.231182682,27.359746087797248
21,streatham,STREATHAM_S5_P1231_R3,2023,1,307.0,1275.4,canola,NA,NA,4674.0,NA,NA,2907.228,1324.828
22,streatham,STREATHAM_S5_P1231_R3,2024,2,215.5,855.0121467391305,Wheat,NA,NA,3122.199821,0.0,NA,1030.32594093,-40.18620580913057
23,streatham,STREATHAM_S10_P2121_R3,2023,1,257.0,1090.88,wheat ,vetch ,NA,3479.0,0.0,NA,1148.0700000000002,-199.80999999999995
24,streatham,STREATHAM_S10_P2121_R3,2024,2,215.5,819.9151902173915,Canola,Field Pea,NA,1204.077061,761.0887097,NA,1092.1869400167,56.77174979930851
25,streatham,STREATHAM_S9.1_P2121_R3,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5023.0,NA,NA,1657.59,-38.27759999999989
26,streatham,STREATHAM_S9.1_P2121_R3,2024,2,207.0,654.1,Canola,Field Pea,NA,2948.58871,0.0,NA,1834.02217762,972.9221776200001
27,streatham,STREATHAM_S9.3_P2121_R2,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5221.0,NA,NA,1722.93,27.062400000000252
28,streatham,STREATHAM_S9.3_P2121_R2,2024,2,215.5,767.4003496376812,Canola,Field Pea,NA,1964.085297,433.2210999,NA,1417.0437707889,434.14342115121883
29,streatham,STREATHAM_S2.1_P1234_R1,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2538.0,NA,NA,1370.52,-188.33000000000015
30,streatham,STREATHAM_S2.1_P1234_R1,2024,2,248.5,825.027963768116,Canola,NA,NA,3097.643098,0.0,NA,1926.734006956,853.206043187884
31,streatham,STREATHAM_S9.3_P2121_R1,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5778.0,NA,NA,1906.74,210.8724000000002
32,streatham,STREATHAM_S9.3_P2121_R1,2024,2,215.5,767.4003496376812,Canola,Field Pea,NA,1795.735129,444.4444444,NA,1317.3916946624,334.4913450247187
33,streatham,STREATHAM_S8_P2312_R2,2023,1,307.0,1275.4,canola,NA,NA,4494.0,NA,NA,2795.268,1212.868
34,streatham,STREATHAM_S8_P2312_R2,2024,2,215.5,889.8746394927537,Wheat,NA,NA,2828.282828,0.0,NA,933.33333324,-172.04130625275366
35,streatham,STREATHAM_S5_P1231_R1,2023,1,307.0,1275.4,canola,NA,NA,4612.0,NA,NA,2868.664,1286.2640000000001
36,streatham,STREATHAM_S5_P1231_R1,2024,2,215.5,855.0121467391305,Wheat,NA,NA,2993.82716,0.0,NA,987.9629628,-82.54918393913044
37,streatham,STREATHAM_S8_P3123_R3,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5352.0,NA,NA,1766.16,70.29240000000027
38,streatham,STREATHAM_S8_P3123_R3,2024,2,207.0,659.3,Vetch,NA,NA,0.0,0.0,NA,0.0,-866.3
39,streatham,STREATHAM_S6.2_P3123_R2,2023,1,296.0,1399.8675999999998,wheat,NA,NA,6009.0,NA,NA,1982.97,287.1024000000002
40,streatham,STREATHAM_S6.2_P3123_R2,2024,2,218.0,646.475,Pasture,NA,NA,0.0,0.0,NA,0.0,-864.475
41,streatham,STREATHAM_S8_P2312_R3,2023,1,307.0,1275.4,canola,NA,NA,4178.0,NA,NA,2598.716,1016.3159999999998
42,streatham,STREATHAM_S8_P2312_R3,2024,2,215.5,889.8746394927537,Wheat,NA,NA,2802.979391,0.0,NA,924.98319903,-180.39144046275362
43,streatham,STREATHAM_S5_P3123_R2,2023,1,285.0,1354.4699999999998,barley,NA,NA,6178.0,NA,NA,1841.044,201.5740000000003
44,streatham,STREATHAM_S5_P3123_R2,2024,2,215.5,810.9646539855073,Canola,NA,NA,2786.195286,0.0,NA,1733.013467892,706.5488139064928
45,streatham,STREATHAM_S8_P1231_R3,2023,1,248.5,994.926,vetch,NA,NA,0.0,NA,NA,0.0,-1243.426
46,streatham,STREATHAM_S8_P1231_R3,2024,2,215.5,767.276393115942,Canola,NA,NA,3307.011649,0.0,NA,2056.961245678,1074.184852562058
47,streatham,STREATHAM_S9.2_P2121_R2,2023,1,296.0,1399.8675999999998,wheat,NA,NA,4875.0,NA,NA,1608.75,-87.11759999999981
48,streatham,STREATHAM_S9.2_P2121_R2,2024,2,215.5,725.0014067028986,Canola,Field Pea,NA,2035.353535,589.2255892,NA,1531.7306394992002,591.2292327963015
49,streatham,STREATHAM_S9.3_P1212_R3,2023,1,276.5,1173.95,canola,field pea,NA,4719.0,0.0,NA,2935.218,1484.7679999999998
50,streatham,STREATHAM_S9.3_P1212_R3,2024,2,215.5,909.8117699275363,Wheat,NA,NA,0.0,0.0,NA,0.0,-1125.3117699275363
51,streatham,STREATHAM_S4_P1231_R1,2023,1,248.5,994.926,wheat,vetch ,NA,0.0,0.0,NA,0.0,-1243.426
52,streatham,STREATHAM_S4_P1231_R1,2024,2,215.5,805.4104510869565,Canola,NA,NA,2592.592593,0.0,NA,1612.592592846,591.6821417590434
53,streatham,STREATHAM_S2.2_P1234_R2,2023,1,292.5,1266.3500000000001,faba bean,NA,NA,2557.0,NA,NA,1380.7800000000002,-178.06999999999994
54,streatham,STREATHAM_S2.2_P1234_R2,2024,2,248.5,910.4324655797102,Canola,NA,NA,2766.554433,0.0,NA,1720.7968573259998,561.8643917462896
55,streatham,STREATHAM_S11_P0000_R3,2023,1,292.5,1225.4225,wheat,barley,faba bean,4622.0,0.0,0.0,1525.8,7.877500000000055
56,streatham,STREATHAM_S11_P0000_R3,2024,2,165.5,2158.8602192028984,Canola,NA,NA,3050.328554,0.0,NA,1897.304360588,-427.0558586148984
57,streatham,STREATHAM_S11_P0000_R8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,streatham,STREATHAM_S13_P0000_R3,2023,1,226.5,1137.9,Perennial ryegrass,sub clover,NA,0.0,NA,NA,0.0,-1364.4
59,streatham,STREATHAM_S13_P0000_R3,2024,2,185.0,1833.0,Pasture,NA,NA,0.0,0.0,NA,0.0,-2018.0
60,streatham,STREATHAM_S2.3_P1234_R1,2023,1,270.5,1200.1525,faba bean,NA,NA,2572.0,NA,NA,1388.88,-81.77249999999981
61,streatham,STREATHAM_S2.3_P1234_R1,2023,2,281.5,1000.5082771739131,Canola,NA,NA,2376.54321,0.0,NA,1478.20987662,196.2015994460868
62,streatham,STREATHAM_S4_P2312_R3,2023,1,307.0,1275.4,canola,NA,NA,4172.0,NA,NA,2594.984,1012.5839999999998
63,streatham,STREATHAM_S4_P2312_R3,2024,2,215.5,885.3147844202899,Wheat,NA,NA,2444.556452,0.0,NA,806.70362916,-294.11115526028993
64,streatham,STREATHAM_S2.4_P4123_R2,2023,1,296.0,1442.3675999999998,wheat,NA,NA,6312.0,NA,NA,2082.96,344.5924000000002
65,streatham,STREATHAM_S2.4_P4123_R2,2024,2,240.0,836.633,Faba bean,NA,NA,3636.363636,0.0,NA,1963.63636344,887.0033634399999
66,streatham,STREATHAM_S7_P1234_R3,2023,1,226.5,961.9,balansa clover,balansa clover,chicory ,0.0,NA,NA,0.0,-1188.4
67,streatham,STREATHAM_S7_P1234_R3,2024,2,185.0,611.0,Pasture,NA,NA,0.0,0.0,NA,0.0,-796.0
68,streatham,STREATHAM_S2.2_P4123_R1,2023,1,296.0,1399.8675999999998,wheat,NA,NA,5712.0,NA,NA,1884.96,189.09240000000023
69,streatham,STREATHAM_S2.2_P4123_R1,2024,2,240.0,836.633,Faba bean,NA,NA,3069.584736,0.0,NA,1657.57575744,580.9427574399999
70,streatham,STREATHAM_S9.1_P1212_R2,2023,1,259.5,1073.95,canola,field pea,NA,4293.0,0.0,NA,2670.246,1336.796
71,streatham,STREATHAM_S9.1_P1212_R2,2024,2,215.5,876.8992771739131,Wheat,NA,NA,2786.195286,0.0,NA,919.44444438,-172.95483279391306
